"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
5.556866521E3,3.138562835E1,-8.052382738E1,1.101136964E4,2.437699890E2,1.996999969E2,1.000000000E1,1.700000000E1
5.557858191E3,3.138355262E1,-8.052468058E1,1.101236486E4,2.435099945E2,1.996000061E2,1.000000000E1,1.700000000E1
5.558864417E3,3.138148208E1,-8.052553033E1,1.101136009E4,2.437399902E2,1.998000031E2,1.000000000E1,1.700000000E1
5.559860964E3,3.137940693E1,-8.052639040E1,1.101335530E4,2.441599884E2,1.996000061E2,1.000000000E1,1.700000000E1
5.560862578E3,3.137734330E1,-8.052725525E1,1.101335051E4,2.440999908E2,1.996999969E2,1.000000000E1,1.700000000E1
5.561868665E3,3.137527645E1,-8.052812269E1,1.101334572E4,2.444299927E2,1.998999939E2,9.500000000E0,1.700000000E1
5.562859531E3,3.137321538E1,-8.052899323E1,1.101334092E4,2.440899963E2,1.998000031E2,1.000000000E1,1.700000000E1
5.563851277E3,3.137116039E1,-8.052985204E1,1.101133617E4,2.440099945E2,1.998000031E2,9.500000000E0,1.700000000E1
5.564851796E3,3.136909702E1,-8.053072368E1,1.101333137E4,2.442399902E2,1.998999939E2,9.500000000E0,1.600000000E1
5.565862260E3,3.136703067E1,-8.053160864E1,1.101432654E4,2.443600006E2,2.000000000E2,1.000000000E1,1.700000000E1
5.566851716E3,3.136496432E1,-8.053250098E1,1.101632170E4,2.446699982E2,2.001000061E2,9.500000000E0,1.600000000E1
5.567848923E3,3.136289558E1,-8.053338191E1,1.101931688E4,2.447500000E2,2.000000000E2,9.500000000E0,1.600000000E1
5.568849421E3,3.136083351E1,-8.053425455E1,1.102131209E4,2.440199890E2,2.000000000E2,9.500000000E0,1.600000000E1
5.569856397E3,3.135877248E1,-8.053513197E1,1.102230729E4,2.442500000E2,1.998999939E2,1.000000000E1,1.600000000E1
5.570853044E3,3.135671129E1,-8.053600252E1,1.102430250E4,2.443399963E2,1.998999939E2,1.000000000E1,1.600000000E1
5.571849075E3,3.135463953E1,-8.053687356E1,1.102729770E4,2.446399994E2,1.998000031E2,1.000000000E1,1.600000000E1
5.572855671E3,3.135257968E1,-8.053773145E1,1.102929294E4,2.443699951E2,1.996000061E2,1.000000000E1,1.600000000E1
5.573850424E3,3.135052004E1,-8.053860174E1,1.102628816E4,2.437099915E2,1.998000031E2,1.000000000E1,1.600000000E1
5.574858999E3,3.134845952E1,-8.053945913E1,1.102428340E4,2.433399963E2,1.998000031E2,1.000000000E1,1.600000000E1
5.575866060E3,3.134639711E1,-8.054031702E1,1.102327864E4,2.443699951E2,1.998999939E2,1.000000000E1,1.600000000E1
5.576861169E3,3.134432883E1,-8.054118522E1,1.102127385E4,2.442500000E2,1.998000031E2,1.000000000E1,1.600000000E1
5.577866609E3,3.134227233E1,-8.054206230E1,1.101826906E4,2.439700012E2,1.996999969E2,1.000000000E1,1.600000000E1
5.578863809E3,3.134021466E1,-8.054292387E1,1.101826430E4,2.439299927E2,1.996999969E2,1.000000000E1,1.600000000E1
5.579859565E3,3.133816356E1,-8.054377640E1,1.101725957E4,2.436899872E2,1.998000031E2,1.000000000E1,1.600000000E1
5.580865990E3,3.133610857E1,-8.054464342E1,1.101725481E4,2.438699951E2,1.998999939E2,1.000000000E1,1.600000000E1
5.581859856E3,3.133404553E1,-8.054550885E1,1.101725003E4,2.441999969E2,1.998000031E2,1.000000000E1,1.600000000E1
5.582862845E3,3.133197399E1,-8.054637319E1,1.101924525E4,2.438699951E2,1.998000031E2,1.000000000E1,1.600000000E1
5.583859657E3,3.132990370E1,-8.054723108E1,1.102024048E4,2.438099976E2,1.996999969E2,9.500000000E0,1.600000000E1
5.584856596E3,3.132783727E1,-8.054808847E1,1.101923572E4,2.434099884E2,1.996000061E2,9.500000000E0,1.600000000E1
5.585864830E3,3.132577113E1,-8.054894912E1,1.101923096E4,2.436100006E2,1.996999969E2,9.500000000E0,1.600000000E1
5.586865810E3,3.132371052E1,-8.054980810E1,1.101722620E4,2.434099884E2,1.998000031E2,1.000000000E1,1.600000000E1
5.587861708E3,3.132165151E1,-8.055067210E1,1.101722144E4,2.432399902E2,1.998000031E2,1.000000000E1,1.600000000E1
5.588848793E3,3.131958344E1,-8.055153636E1,1.101721667E4,2.436599884E2,1.998000031E2,1.050000000E1,1.600000000E1
5.589862107E3,3.131750594E1,-8.055241244E1,1.101821186E4,2.443999939E2,1.998000031E2,1.050000000E1,1.700000000E1
5.590868708E3,3.131542015E1,-8.055328575E1,1.101820704E4,2.453300018E2,1.998999939E2,1.100000000E1,1.700000000E1
5.591858744E3,3.131334814E1,-8.055414062E1,1.101720228E4,2.449299927E2,1.996999969E2,1.100000000E1,1.600000000E1
5.592851853E3,3.131127781E1,-8.055499054E1,1.101919754E4,2.441699982E2,1.996000061E2,1.100000000E1,1.600000000E1
5.593857468E3,3.130921356E1,-8.055585556E1,1.102019277E4,2.437899933E2,1.996999969E2,1.100000000E1,1.600000000E1
5.594861722E3,3.130715090E1,-8.055672308E1,1.102318800E4,2.435999908E2,1.998000031E2,1.100000000E1,1.600000000E1
5.595857608E3,3.130508518E1,-8.055758466E1,1.102318324E4,2.432799988E2,1.996999969E2,1.100000000E1,1.700000000E1
5.596851404E3,3.130302201E1,-8.055843844E1,1.102317850E4,2.437899933E2,1.996999969E2,1.200000000E1,1.800000000E1
5.597858797E3,3.130096396E1,-8.055930044E1,1.102417375E4,2.436399994E2,1.998999939E2,1.150000000E1,1.700000000E1
5.598860348E3,3.129890193E1,-8.056017559E1,1.102416897E4,2.438099976E2,2.000000000E2,1.150000000E1,1.800000000E1
5.599858262E3,3.129684112E1,-8.056104521E1,1.102416420E4,2.437099915E2,1.998999939E2,1.200000000E1,1.900000000E1
5.600856207E3,3.129477820E1,-8.056190914E1,1.102615944E4,2.433600006E2,1.998999939E2,1.150000000E1,1.800000000E1
5.601865458E3,3.129271529E1,-8.056277767E1,1.102815468E4,2.432699890E2,1.998000031E2,1.200000000E1,1.900000000E1
5.602866210E3,3.129065171E1,-8.056365048E1,1.102814990E4,2.432899933E2,1.998999939E2,1.100000000E1,1.800000000E1
5.603863655E3,3.128858616E1,-8.056452680E1,1.103014512E4,2.441799927E2,2.000000000E2,1.100000000E1,1.800000000E1
5.604853137E3,3.128651851E1,-8.056540229E1,1.103014033E4,2.443799896E2,2.000000000E2,1.100000000E1,1.800000000E1
5.605858071E3,3.128444017E1,-8.056626521E1,1.102713555E4,2.443300018E2,1.996999969E2,1.150000000E1,1.900000000E1
5.606867032E3,3.128237320E1,-8.056710432E1,1.102513084E4,2.442099915E2,1.995000000E2,1.100000000E1,1.900000000E1
5.607856064E3,3.128030207E1,-8.056796372E1,1.102612609E4,2.443799896E2,1.996999969E2,1.250000000E1,2.000000000E1
5.608862106E3,3.127822835E1,-8.056884407E1,1.102712128E4,2.445399933E2,1.998999939E2,1.150000000E1,1.900000000E1
5.609871216E3,3.127615382E1,-8.056972585E1,1.102611648E4,2.442500000E2,1.998000031E2,1.050000000E1,1.700000000E1
5.610849414E3,3.127407830E1,-8.057059715E1,1.102611169E4,2.444700012E2,1.996999969E2,1.050000000E1,1.800000000E1
5.611864206E3,3.127199925E1,-8.057146006E1,1.102410692E4,2.446599884E2,1.996999969E2,1.050000000E1,1.800000000E1
5.612865907E3,3.126991639E1,-8.057232214E1,1.102310214E4,2.447999878E2,1.996999969E2,1.050000000E1,1.800000000E1
5.613862694E3,3.126784317E1,-8.057317626E1,1.102009740E4,2.445000000E2,1.996000061E2,1.050000000E1,1.800000000E1
5.614863307E3,3.126576425E1,-8.057403398E1,1.102109264E4,2.443199921E2,1.996999969E2,1.000000000E1,1.700000000E1
5.615864236E3,3.126368734E1,-8.057489337E1,1.102108787E4,2.437099915E2,1.996000061E2,1.100000000E1,1.900000000E1
5.616864758E3,3.126161298E1,-8.057575612E1,1.102208311E4,2.435199890E2,1.996999969E2,1.000000000E1,1.700000000E1
5.617863532E3,3.125954202E1,-8.057661477E1,1.102107836E4,2.433499908E2,1.995000000E2,1.050000000E1,1.800000000E1
5.618865050E3,3.125746331E1,-8.057746813E1,1.102507361E4,2.435999908E2,1.993999939E2,9.500000000E0,1.600000000E1
5.619853382E3,3.125539587E1,-8.057834580E1,1.102806883E4,2.441299896E2,1.993999939E2,9.500000000E0,1.600000000E1
5.620868787E3,3.125332525E1,-8.057920444E1,1.102906408E4,2.448799896E2,1.993999939E2,1.000000000E1,1.700000000E1
5.621869214E3,3.125124528E1,-8.058006601E1,1.103205932E4,2.453399963E2,1.993999939E2,1.000000000E1,1.700000000E1
5.622861564E3,3.124916586E1,-8.058091904E1,1.103505457E4,2.453099976E2,1.993999939E2,1.050000000E1,1.700000000E1
5.623856431E3,3.124707906E1,-8.058176033E1,1.103804984E4,2.455599976E2,1.993999939E2,1.100000000E1,1.800000000E1
5.624859014E3,3.124500043E1,-8.058262677E1,1.103804506E4,2.456699982E2,1.996999969E2,1.050000000E1,1.700000000E1
5.625863184E3,3.124291799E1,-8.058350829E1,1.104004026E4,2.458099976E2,1.998000031E2,1.050000000E1,1.800000000E1
5.626865598E3,3.124084020E1,-8.058438865E1,1.104403546E4,2.459099884E2,1.998000031E2,1.200000000E1,2.000000000E1
5.627859702E3,3.123877800E1,-8.058526875E1,1.104503069E4,2.450599976E2,1.998999939E2,1.150000000E1,1.900000000E1
5.628857154E3,3.123672099E1,-8.058614147E1,1.104702594E4,2.437099915E2,2.000000000E2,1.100000000E1,1.800000000E1
5.629858329E3,3.123466328E1,-8.058702584E1,1.104902116E4,2.430599976E2,2.001000061E2,1.150000000E1,1.900000000E1
5.630860225E3,3.123261101E1,-8.058790754E1,1.105101640E4,2.424299927E2,2.001000061E2,1.200000000E1,2.000000000E1
5.631866877E3,3.123057785E1,-8.058878831E1,1.105201167E4,2.417099915E2,2.001000061E2,1.350000000E1,2.200000000E1
5.632852206E3,3.122852672E1,-8.058966698E1,1.105800692E4,2.420599976E2,2.001000061E2,1.300000000E1,2.100000000E1
5.633858213E3,3.122649293E1,-8.059053090E1,1.105900223E4,2.418999939E2,2.000000000E2,1.250000000E1,2.100000000E1
5.634863337E3,3.122445249E1,-8.059139173E1,1.106199753E4,2.417500000E2,1.998999939E2,1.300000000E1,2.200000000E1
5.635859234E3,3.122241053E1,-8.059225054E1,1.106699283E4,2.417399902E2,1.998999939E2,1.450000000E1,2.300000000E1
5.636873434E3,3.122035600E1,-8.059311572E1,1.106998810E4,2.427299957E2,1.998999939E2,1.450000000E1,2.300000000E1
5.637865208E3,3.121830725E1,-8.059395508E1,1.107098344E4,2.426299896E2,1.998000031E2,1.400000000E1,2.200000000E1
5.638860213E3,3.121625704E1,-8.059481422E1,1.107097873E4,2.430499878E2,1.996999969E2,1.500000000E1,2.400000000E1
5.639866767E3,3.121420804E1,-8.059567203E1,1.106897403E4,2.431299896E2,1.996000061E2,1.600000000E1,2.500000000E1
5.640871135E3,3.121215892E1,-8.059651625E1,1.106896935E4,2.430399933E2,1.996000061E2,1.500000000E1,2.300000000E1
5.641863695E3,3.121011063E1,-8.059736618E1,1.106796467E4,2.435499878E2,1.996000061E2,1.500000000E1,2.300000000E1
5.642870298E3,3.120806691E1,-8.059821493E1,1.106395999E4,2.433699951E2,1.996000061E2,1.500000000E1,2.300000000E1
5.643862614E3,3.120600874E1,-8.059907081E1,1.105995528E4,2.434799957E2,1.995000000E2,1.500000000E1,2.300000000E1
5.644876683E3,3.120395035E1,-8.059991101E1,1.105795060E4,2.432699890E2,1.995000000E2,1.550000000E1,2.400000000E1
5.645859006E3,3.120189423E1,-8.060074761E1,1.105594594E4,2.429700012E2,1.993999939E2,1.550000000E1,2.400000000E1
5.646870405E3,3.119984393E1,-8.060159686E1,1.105394125E4,2.429700012E2,1.996000061E2,1.500000000E1,2.400000000E1
5.647859939E3,3.119779279E1,-8.060245701E1,1.105293655E4,2.426799927E2,1.996000061E2,1.550000000E1,2.500000000E1
5.648855901E3,3.119573797E1,-8.060332035E1,1.105193183E4,2.429499969E2,1.996000061E2,1.550000000E1,2.500000000E1
5.649867786E3,3.119368126E1,-8.060416876E1,1.104692714E4,2.429599915E2,1.996000061E2,1.550000000E1,2.400000000E1
5.650862618E3,3.119162388E1,-8.060501299E1,1.104292246E4,2.426199951E2,1.996999969E2,1.650000000E1,2.600000000E1
5.651861334E3,3.118957166E1,-8.060586493E1,1.103891777E4,2.426299896E2,1.998000031E2,1.550000000E1,2.400000000E1
5.652860662E3,3.118752299E1,-8.060671167E1,1.103391310E4,2.422200012E2,1.998000031E2,1.550000000E1,2.400000000E1
5.653858695E3,3.118547777E1,-8.060756863E1,1.102890841E4,2.424099884E2,1.996999969E2,1.500000000E1,2.400000000E1
5.654867830E3,3.118342797E1,-8.060842241E1,1.102390373E4,2.423699951E2,1.998000031E2,1.500000000E1,2.400000000E1
5.655857424E3,3.118136950E1,-8.060928927E1,1.102089900E4,2.424199982E2,1.996999969E2,1.450000000E1,2.400000000E1
5.656863266E3,3.117930621E1,-8.061014556E1,1.101689429E4,2.427200012E2,1.995000000E2,1.500000000E1,2.400000000E1
5.657857987E3,3.117724288E1,-8.061097512E1,1.100988963E4,2.427399902E2,1.993000031E2,1.450000000E1,2.400000000E1
5.658860322E3,3.117517968E1,-8.061182337E1,1.100888494E4,2.425199890E2,1.991999969E2,1.400000000E1,2.300000000E1
5.659863049E3,3.117312946E1,-8.061267598E1,1.100588026E4,2.421599884E2,1.995000000E2,1.400000000E1,2.300000000E1
5.660861624E3,3.117108097E1,-8.061353168E1,1.100387557E4,2.419599915E2,1.996000061E2,1.400000000E1,2.300000000E1
5.661865068E3,3.116901009E1,-8.061439804E1,1.100587083E4,2.420000000E2,1.996999969E2,1.400000000E1,2.200000000E1
5.662866472E3,3.116694228E1,-8.061525081E1,1.100686613E4,2.423899994E2,1.998000031E2,1.350000000E1,2.200000000E1
5.663867620E3,3.116488322E1,-8.061611557E1,1.101286141E4,2.421899872E2,1.996999969E2,1.350000000E1,2.200000000E1
5.664864380E3,3.116282647E1,-8.061697430E1,1.101785671E4,2.421199951E2,1.996000061E2,1.350000000E1,2.100000000E1
5.665853564E3,3.116076733E1,-8.061783210E1,1.101985201E4,2.424799957E2,1.995000000E2,1.350000000E1,2.100000000E1
5.666865869E3,3.115870920E1,-8.061868873E1,1.102184731E4,2.428300018E2,1.995000000E2,1.400000000E1,2.200000000E1
5.667873024E3,3.115665031E1,-8.061954126E1,1.102084262E4,2.431199951E2,1.996999969E2,1.400000000E1,2.200000000E1
5.668867843E3,3.115458853E1,-8.062040049E1,1.101983791E4,2.431199951E2,1.998000031E2,1.400000000E1,2.200000000E1
5.669865442E3,3.115253442E1,-8.062128000E1,1.101983318E4,2.430800018E2,1.998999939E2,1.400000000E1,2.200000000E1
5.670861510E3,3.115048999E1,-8.062216169E1,1.102182846E4,2.431999969E2,2.000000000E2,1.350000000E1,2.100000000E1
5.671861004E3,3.114843491E1,-8.062302670E1,1.101982375E4,2.430699921E2,1.998999939E2,1.350000000E1,2.100000000E1
5.672861793E3,3.114637246E1,-8.062390672E1,1.102181900E4,2.428499908E2,1.996999969E2,1.350000000E1,2.100000000E1
5.673856026E3,3.114431847E1,-8.062476285E1,1.102181432E4,2.434199982E2,1.996000061E2,1.400000000E1,2.200000000E1
5.674870320E3,3.114226231E1,-8.062559475E1,1.101980967E4,2.435800018E2,1.993999939E2,1.350000000E1,2.100000000E1
5.675870440E3,3.114018858E1,-8.062644292E1,1.101880498E4,2.439099884E2,1.993999939E2,1.350000000E1,2.100000000E1
5.676863050E3,3.113811176E1,-8.062728966E1,1.101880028E4,2.442200012E2,1.993999939E2,1.350000000E1,2.100000000E1
5.677870973E3,3.113603690E1,-8.062814570E1,1.101879556E4,2.443899994E2,1.996999969E2,1.350000000E1,2.100000000E1
5.678857442E3,3.113396301E1,-8.062900074E1,1.101879085E4,2.446199951E2,1.996999969E2,1.300000000E1,2.100000000E1
5.679845964E3,3.113189972E1,-8.062985343E1,1.101478616E4,2.439099884E2,1.995000000E2,1.350000000E1,2.100000000E1
5.680860167E3,3.112982989E1,-8.063069439E1,1.101278149E4,2.432399902E2,1.995000000E2,1.300000000E1,2.000000000E1
5.681870004E3,3.112776086E1,-8.063154473E1,1.101177680E4,2.426599884E2,1.996000061E2,1.200000000E1,1.900000000E1
5.682866205E3,3.112570767E1,-8.063240907E1,1.101077210E4,2.426100006E2,1.996000061E2,1.200000000E1,1.900000000E1
5.683854669E3,3.112364878E1,-8.063329579E1,1.101476735E4,2.430000000E2,1.996999969E2,1.200000000E1,1.800000000E1
5.684854840E3,3.112160138E1,-8.063416827E1,1.101376265E4,2.430899963E2,1.996999969E2,1.200000000E1,1.900000000E1
5.685851813E3,3.111954957E1,-8.063502104E1,1.101275798E4,2.431699982E2,1.998000031E2,1.250000000E1,1.900000000E1
5.686864975E3,3.111749995E1,-8.063588806E1,1.101075329E4,2.428699951E2,1.998999939E2,1.200000000E1,1.900000000E1
5.687853010E3,3.111543925E1,-8.063676389E1,1.101274856E4,2.434399872E2,1.998999939E2,1.250000000E1,1.800000000E1
5.688863644E3,3.111336779E1,-8.063763871E1,1.101674382E4,2.431899872E2,1.996999969E2,1.200000000E1,1.800000000E1
5.689860826E3,3.111130325E1,-8.063849450E1,1.102073913E4,2.434599915E2,1.996000061E2,1.250000000E1,1.900000000E1
5.690854078E3,3.110924679E1,-8.063934568E1,1.102173446E4,2.429499969E2,1.993999939E2,1.250000000E1,1.900000000E1
5.691863408E3,3.110717667E1,-8.064019594E1,1.102272977E4,2.429700012E2,1.995000000E2,1.250000000E1,1.900000000E1
5.692864333E3,3.110511497E1,-8.064105920E1,1.102272507E4,2.430699921E2,1.995000000E2,1.250000000E1,1.900000000E1
5.693863064E3,3.110306727E1,-8.064190309E1,1.101972043E4,2.427699890E2,1.995000000E2,1.300000000E1,1.900000000E1
5.694861523E3,3.110102372E1,-8.064273331E1,1.101471582E4,2.422200012E2,1.995000000E2,1.300000000E1,1.900000000E1
5.695854563E3,3.109898474E1,-8.064357687E1,1.101071119E4,2.419399872E2,1.996999969E2,1.300000000E1,1.900000000E1
5.696857132E3,3.109693817E1,-8.064442294E1,1.100870655E4,2.418600006E2,1.996000061E2,1.400000000E1,2.000000000E1
5.697862323E3,3.109490355E1,-8.064525819E1,1.100570195E4,2.412500000E2,1.996999969E2,1.300000000E1,1.900000000E1
5.698861011E3,3.109285568E1,-8.064610141E1,1.100369731E4,2.419599915E2,1.996000061E2,1.300000000E1,1.900000000E1
5.699869096E3,3.109080417E1,-8.064695075E1,1.100269266E4,2.426899872E2,1.996999969E2,1.300000000E1,1.900000000E1
5.700863939E3,3.108875873E1,-8.064779892E1,1.100068802E4,2.424599915E2,1.995000000E2,1.350000000E1,1.900000000E1
5.701854034E3,3.108670806E1,-8.064864147E1,1.100068338E4,2.422999878E2,1.993000031E2,1.250000000E1,1.800000000E1
5.702861142E3,3.108465952E1,-8.064947639E1,1.099867876E4,2.420499878E2,1.993999939E2,1.250000000E1,1.800000000E1
5.703874102E3,3.108260281E1,-8.065033754E1,1.100067407E4,2.421299896E2,1.995000000E2,1.250000000E1,1.800000000E1
5.704860336E3,3.108054610E1,-8.065119535E1,1.100166940E4,2.431999969E2,1.996000061E2,1.250000000E1,1.800000000E1
5.705852188E3,3.107849698E1,-8.065205500E1,1.100066473E4,2.425399933E2,1.996999969E2,1.300000000E1,1.800000000E1
5.706862148E3,3.107644035E1,-8.065293577E1,1.100366001E4,2.431299896E2,1.998000031E2,1.350000000E1,1.800000000E1
5.707865818E3,3.107438008E1,-8.065381176E1,1.100565530E4,2.435699921E2,2.000000000E2,1.350000000E1,1.800000000E1
5.708858022E3,3.107231939E1,-8.065467107E1,1.100565062E4,2.433499908E2,2.001000061E2,1.300000000E1,1.800000000E1
5.709866240E3,3.107026377E1,-8.065556525E1,1.101064588E4,2.427999878E2,2.001000061E2,1.300000000E1,1.700000000E1
5.710867602E3,3.106820321E1,-8.065646178E1,1.101764112E4,2.429299927E2,2.000000000E2,1.300000000E1,1.700000000E1
5.711862316E3,3.106614449E1,-8.065731305E1,1.101763646E4,2.433899994E2,1.998000031E2,1.400000000E1,1.800000000E1
5.712861642E3,3.106408275E1,-8.065816004E1,1.102063180E4,2.436899872E2,1.996000061E2,1.350000000E1,1.800000000E1
5.713867116E3,3.106201464E1,-8.065900359E1,1.102162715E4,2.441799927E2,1.995000000E2,1.250000000E1,1.700000000E1
5.714847968E3,3.105994829E1,-8.065984832E1,1.102262249E4,2.438499908E2,1.995000000E2,1.300000000E1,1.700000000E1
5.715867447E3,3.105788613E1,-8.066069858E1,1.102261783E4,2.435299988E2,1.995000000E2,1.300000000E1,1.800000000E1
5.716854790E3,3.105582368E1,-8.066156376E1,1.102061314E4,2.435899963E2,1.996000061E2,1.350000000E1,1.900000000E1
5.717861945E3,3.105374157E1,-8.066242249E1,1.102160843E4,2.436899872E2,1.993999939E2,1.350000000E1,1.900000000E1
5.718860872E3,3.105166077E1,-8.066328532E1,1.102160372E4,2.442899933E2,1.995000000E2,1.300000000E1,1.900000000E1
5.719869360E3,3.104957816E1,-8.066412292E1,1.101959905E4,2.438699951E2,1.991999969E2,1.350000000E1,2.000000000E1
5.720859633E3,3.104750967E1,-8.066495106E1,1.101859443E4,2.437799988E2,1.993999939E2,1.250000000E1,1.900000000E1
5.721857225E3,3.104543766E1,-8.066580526E1,1.101758975E4,2.435800018E2,1.996000061E2,1.300000000E1,2.100000000E1
5.722858444E3,3.104337178E1,-8.066666574E1,1.101758506E4,2.432899933E2,1.995000000E2,1.350000000E1,2.200000000E1
5.723861777E3,3.104131130E1,-8.066753889E1,1.101658036E4,2.431699982E2,1.996000061E2,1.350000000E1,2.300000000E1
5.724862642E3,3.103924004E1,-8.066840289E1,1.101857567E4,2.429799957E2,1.996000061E2,1.300000000E1,2.100000000E1
5.725858363E3,3.103717663E1,-8.066923287E1,1.101657105E4,2.425599976E2,1.995000000E2,1.300000000E1,2.200000000E1
5.726866240E3,3.103510236E1,-8.067008103E1,1.101756638E4,2.431799927E2,1.996000061E2,1.450000000E1,2.400000000E1
5.727864776E3,3.103304234E1,-8.067093473E1,1.101456172E4,2.430000000E2,1.996000061E2,1.250000000E1,2.100000000E1
5.728870173E3,3.103096660E1,-8.067178868E1,1.101655704E4,2.433699951E2,1.996000061E2,1.300000000E1,2.100000000E1
5.729861727E3,3.102889011E1,-8.067264690E1,1.101755235E4,2.434499969E2,1.996000061E2,1.500000000E1,2.400000000E1
5.730863030E3,3.102683441E1,-8.067347595E1,1.101454775E4,2.432399902E2,1.996000061E2,1.500000000E1,2.400000000E1
5.731865195E3,3.102477049E1,-8.067433217E1,1.101354308E4,2.431799927E2,1.998000031E2,1.500000000E1,2.400000000E1
5.732867731E3,3.102270280E1,-8.067517463E1,1.101353844E4,2.432299957E2,1.995000000E2,1.500000000E1,2.400000000E1
5.733874923E3,3.102063301E1,-8.067603109E1,1.101353376E4,2.437099915E2,1.993999939E2,1.550000000E1,2.500000000E1
5.734852387E3,3.101855305E1,-8.067687272E1,1.101552910E4,2.441799927E2,1.995000000E2,1.600000000E1,2.600000000E1
5.735862844E3,3.101647706E1,-8.067773027E1,1.101552442E4,2.444199982E2,1.996000061E2,1.550000000E1,2.500000000E1
5.736860945E3,3.101439466E1,-8.067858523E1,1.101751973E4,2.445299988E2,1.996000061E2,1.550000000E1,2.400000000E1
5.737870981E3,3.101230870E1,-8.067946415E1,1.102251499E4,2.451699982E2,1.996000061E2,1.600000000E1,2.500000000E1
5.738870530E3,3.101021351E1,-8.068035339E1,1.102951022E4,2.459899902E2,1.996999969E2,1.600000000E1,2.400000000E1
5.739863203E3,3.100812269E1,-8.068122083E1,1.102950550E4,2.462699890E2,1.996999969E2,1.550000000E1,2.400000000E1
5.740861642E3,3.100604398E1,-8.068207218E1,1.102550082E4,2.456100006E2,1.996000061E2,1.600000000E1,2.500000000E1
5.741865944E3,3.100396246E1,-8.068294591E1,1.102149610E4,2.453999939E2,1.996999969E2,1.650000000E1,2.500000000E1
5.742905802E3,3.100189942E1,-8.068381721E1,1.101649142E4,2.444599915E2,1.998000031E2,1.650000000E1,2.500000000E1
5.743853392E3,3.099983818E1,-8.068470947E1,1.101648672E4,2.438399963E2,1.998999939E2,1.550000000E1,2.300000000E1
5.744866673E3,3.099778139E1,-8.068557724E1,1.101448248E4,2.431799927E2,1.998999939E2,1.450000000E1,2.200000000E1
5.745869986E3,3.099571856E1,-8.068646472E1,1.101747818E4,2.433199921E2,1.998999939E2,1.400000000E1,2.100000000E1
5.746860044E3,3.099366177E1,-8.068732479E1,1.101647395E4,2.429299927E2,1.998000031E2,1.400000000E1,2.100000000E1
5.747858178E3,3.099161118E1,-8.068817320E1,1.101646976E4,2.422200012E2,1.998000031E2,1.400000000E1,2.000000000E1
5.748862541E3,3.098955665E1,-8.068903838E1,1.101746552E4,2.421399994E2,1.998000031E2,1.300000000E1,1.900000000E1
5.749855614E3,3.098750321E1,-8.068989568E1,1.101846130E4,2.424399872E2,1.998000031E2,1.300000000E1,1.900000000E1
5.750857166E3,3.098546104E1,-8.069072289E1,1.101645716E4,2.426699982E2,1.998000031E2,1.200000000E1,1.800000000E1
5.751857712E3,3.098341577E1,-8.069158749E1,1.102045294E4,2.427699890E2,2.000000000E2,1.200000000E1,1.800000000E1
5.752863425E3,3.098135466E1,-8.069246440E1,1.102444868E4,2.434700012E2,2.000000000E2,1.200000000E1,1.700000000E1
5.753860678E3,3.097929355E1,-8.069331232E1,1.102444447E4,2.432200012E2,1.998000031E2,1.200000000E1,1.700000000E1
5.754863327E3,3.097723487E1,-8.069418470E1,1.102344022E4,2.426599884E2,2.000000000E2,1.150000000E1,1.700000000E1
5.755856402E3,3.097516316E1,-8.069506086E1,1.102743595E4,2.429700012E2,1.998999939E2,1.150000000E1,1.600000000E1
5.756863102E3,3.097310155E1,-8.069594675E1,1.102843167E4,2.434799957E2,2.001000061E2,1.150000000E1,1.600000000E1
5.757855941E3,3.097103549E1,-8.069680891E1,1.102842744E4,2.442500000E2,2.001999969E2,1.100000000E1,1.600000000E1
5.758859640E3,3.096896474E1,-8.069767912E1,1.102742318E4,2.442699890E2,2.001999969E2,1.050000000E1,1.500000000E1
5.759861835E3,3.096689144E1,-8.069854732E1,1.102741893E4,2.447599945E2,2.001000061E2,1.050000000E1,1.500000000E1
5.760864832E3,3.096481842E1,-8.069942859E1,1.103041465E4,2.452299957E2,2.000000000E2,1.050000000E1,1.500000000E1
5.761865512E3,3.096275149E1,-8.070031389E1,1.103141038E4,2.455000000E2,2.000000000E2,1.050000000E1,1.500000000E1
5.762861105E3,3.096068028E1,-8.070118820E1,1.103240612E4,2.451399994E2,1.998999939E2,1.050000000E1,1.400000000E1
5.763859681E3,3.095860203E1,-8.070205489E1,1.103240186E4,2.449899902E2,1.996000061E2,1.050000000E1,1.400000000E1
5.764859562E3,3.095652826E1,-8.070292108E1,1.103239762E4,2.453099976E2,1.996999969E2,1.050000000E1,1.400000000E1
5.765859598E3,3.095445508E1,-8.070378517E1,1.103239338E4,2.451399994E2,1.996999969E2,1.100000000E1,1.500000000E1
5.766867510E3,3.095237142E1,-8.070464021E1,1.103238914E4,2.449700012E2,1.996000061E2,1.050000000E1,1.400000000E1
5.767859847E3,3.095028827E1,-8.070548468E1,1.103138493E4,2.445299988E2,1.995000000E2,1.050000000E1,1.400000000E1
5.768869456E3,3.094821488E1,-8.070631726E1,1.103138075E4,2.442099915E2,1.993000031E2,1.000000000E1,1.400000000E1
5.769858550E3,3.094614493E1,-8.070715117E1,1.102937658E4,2.444599915E2,1.991999969E2,1.050000000E1,1.500000000E1
