"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.110854961E3,3.774891393E1,-7.604390851E1,1.088440770E4,2.525499878E2,2.141000061E2,9.000000000E0,1.400000000E1
2.111862028E3,3.774704833E1,-7.604550786E1,1.088440670E4,2.523199921E2,2.141000061E2,9.000000000E0,1.400000000E1
2.112857934E3,3.774517824E1,-7.604712222E1,1.088540568E4,2.525399933E2,2.143000031E2,9.500000000E0,1.500000000E1
2.113855819E3,3.774330229E1,-7.604873012E1,1.088640467E4,2.525599976E2,2.143000031E2,9.500000000E0,1.500000000E1
2.114860226E3,3.774142231E1,-7.605034967E1,1.088740365E4,2.526699982E2,2.141999969E2,9.500000000E0,1.500000000E1
2.115859737E3,3.773953634E1,-7.605196017E1,1.088840265E4,2.531599884E2,2.141000061E2,9.500000000E0,1.500000000E1
2.116852181E3,3.773766282E1,-7.605358165E1,1.088940162E4,2.528300018E2,2.143000031E2,9.500000000E0,1.500000000E1
2.117857879E3,3.773578904E1,-7.605520464E1,1.088840058E4,2.521799927E2,2.143000031E2,1.000000000E1,1.500000000E1
2.118857772E3,3.773389356E1,-7.605682016E1,1.088539958E4,2.524599915E2,2.143000031E2,1.050000000E1,1.600000000E1
2.119865585E3,3.773200294E1,-7.605844181E1,1.088439857E4,2.533600006E2,2.141999969E2,1.000000000E1,1.600000000E1
2.120862671E3,3.773011780E1,-7.606008341E1,1.088539750E4,2.540899963E2,2.143000031E2,1.100000000E1,1.700000000E1
2.121851608E3,3.772822651E1,-7.606171025E1,1.088139647E4,2.541699982E2,2.141999969E2,1.100000000E1,1.700000000E1
2.122861228E3,3.772632612E1,-7.606331890E1,1.088239550E4,2.539299927E2,2.140000000E2,1.100000000E1,1.700000000E1
2.123867638E3,3.772443969E1,-7.606494223E1,1.088039447E4,2.536199951E2,2.141999969E2,1.150000000E1,1.700000000E1
2.124857869E3,3.772254333E1,-7.606656698E1,1.087739346E4,2.535499878E2,2.141000061E2,1.100000000E1,1.700000000E1
2.125853840E3,3.772065971E1,-7.606818359E1,1.087739244E4,2.532799988E2,2.141999969E2,1.100000000E1,1.700000000E1
2.126873175E3,3.771878434E1,-7.606979661E1,1.087639142E4,2.536299896E2,2.141999969E2,1.100000000E1,1.700000000E1
2.127867340E3,3.771690302E1,-7.607141876E1,1.087539039E4,2.537299957E2,2.141999969E2,1.000000000E1,1.600000000E1
2.128860376E3,3.771502128E1,-7.607302850E1,1.087638939E4,2.535299988E2,2.141000061E2,1.000000000E1,1.500000000E1
2.129857333E3,3.771314432E1,-7.607462886E1,1.087638840E4,2.531199951E2,2.140000000E2,1.000000000E1,1.500000000E1
2.130860147E3,3.771125793E1,-7.607624254E1,1.087838740E4,2.534700012E2,2.141000061E2,1.000000000E1,1.600000000E1
2.131872857E3,3.770937603E1,-7.607782362E1,1.087838645E4,2.528899994E2,2.138999939E2,1.000000000E1,1.500000000E1
2.132865952E3,3.770750339E1,-7.607943529E1,1.087738543E4,2.528399963E2,2.141000061E2,1.000000000E1,1.500000000E1
2.133866663E3,3.770562295E1,-7.608104118E1,1.087538444E4,2.527899933E2,2.141000061E2,1.000000000E1,1.500000000E1
2.134856917E3,3.770375068E1,-7.608264145E1,1.087438344E4,2.525000000E2,2.141000061E2,1.000000000E1,1.500000000E1
2.135865469E3,3.770187921E1,-7.608425195E1,1.087538242E4,2.523099976E2,2.141000061E2,1.000000000E1,1.500000000E1
2.136856631E3,3.770001546E1,-7.608586421E1,1.087438139E4,2.519899902E2,2.141999969E2,1.000000000E1,1.400000000E1
2.137861169E3,3.769813493E1,-7.608745887E1,1.087438041E4,2.519099884E2,2.141000061E2,1.000000000E1,1.500000000E1
2.138863394E3,3.769626275E1,-7.608906082E1,1.087837941E4,2.518300018E2,2.141000061E2,1.100000000E1,1.600000000E1
2.139858453E3,3.769439757E1,-7.609067786E1,1.088337837E4,2.519599915E2,2.141999969E2,1.100000000E1,1.600000000E1
2.140872184E3,3.769252937E1,-7.609227922E1,1.088437736E4,2.522200012E2,2.141999969E2,1.150000000E1,1.700000000E1
2.141856871E3,3.769066360E1,-7.609391042E1,1.088637629E4,2.526999969E2,2.143000031E2,1.150000000E1,1.700000000E1
2.142854351E3,3.768878727E1,-7.609552880E1,1.088937526E4,2.530000000E2,2.141999969E2,1.150000000E1,1.700000000E1
2.143862217E3,3.768689727E1,-7.609713125E1,1.088837428E4,2.531499939E2,2.141999969E2,1.100000000E1,1.700000000E1
2.144867516E3,3.768501273E1,-7.609874284E1,1.088937327E4,2.527599945E2,2.141000061E2,1.050000000E1,1.700000000E1
2.145859379E3,3.768313296E1,-7.610035812E1,1.088937225E4,2.526799927E2,2.141000061E2,1.100000000E1,1.700000000E1
2.146859328E3,3.768125810E1,-7.610196685E1,1.088837123E4,2.524099884E2,2.141999969E2,1.100000000E1,1.700000000E1
2.147853753E3,3.767937133E1,-7.610357308E1,1.088337024E4,2.523699951E2,2.141000061E2,1.050000000E1,1.600000000E1
2.148851606E3,3.767748243E1,-7.610518735E1,1.088536923E4,2.525899963E2,2.141000061E2,1.050000000E1,1.600000000E1
2.149858318E3,3.767559092E1,-7.610678276E1,1.088436827E4,2.527899933E2,2.140000000E2,1.000000000E1,1.600000000E1
2.150863594E3,3.767369632E1,-7.610840206E1,1.088236726E4,2.530299988E2,2.141000061E2,1.000000000E1,1.600000000E1
2.151858862E3,3.767181023E1,-7.611001926E1,1.088136624E4,2.531599884E2,2.141000061E2,1.050000000E1,1.700000000E1
2.152870024E3,3.766991189E1,-7.611163823E1,1.088236523E4,2.535899963E2,2.138999939E2,1.000000000E1,1.600000000E1
2.153868939E3,3.766802672E1,-7.611323959E1,1.088136425E4,2.534899902E2,2.138999939E2,1.000000000E1,1.700000000E1
2.154860957E3,3.766613794E1,-7.611483584E1,1.088236328E4,2.534199982E2,2.138999939E2,1.000000000E1,1.600000000E1
2.155865674E3,3.766425465E1,-7.611642228E1,1.087936232E4,2.534499969E2,2.138000031E2,1.000000000E1,1.600000000E1
2.156866919E3,3.766237447E1,-7.611802616E1,1.088036132E4,2.533600006E2,2.140000000E2,1.000000000E1,1.600000000E1
2.157859515E3,3.766049172E1,-7.611962400E1,1.088136034E4,2.534700012E2,2.140000000E2,1.000000000E1,1.700000000E1
2.158868168E3,3.765860990E1,-7.612124255E1,1.088435931E4,2.532599945E2,2.141000061E2,1.000000000E1,1.600000000E1
2.159856163E3,3.765673370E1,-7.612286202E1,1.088535827E4,2.527599945E2,2.141999969E2,1.000000000E1,1.600000000E1
2.160859143E3,3.765486118E1,-7.612446891E1,1.088335725E4,2.525899963E2,2.141999969E2,1.000000000E1,1.600000000E1
2.161870477E3,3.765300056E1,-7.612606483E1,1.088435625E4,2.522999878E2,2.141999969E2,1.000000000E1,1.600000000E1
2.162864037E3,3.765113006E1,-7.612766753E1,1.088635524E4,2.526100006E2,2.141999969E2,1.000000000E1,1.600000000E1
2.163866992E3,3.764925369E1,-7.612927602E1,1.089035422E4,2.530999908E2,2.141000061E2,1.050000000E1,1.600000000E1
2.164872037E3,3.764737987E1,-7.613088476E1,1.089435320E4,2.523099976E2,2.141999969E2,1.050000000E1,1.700000000E1
2.165849279E3,3.764550966E1,-7.613248419E1,1.089635220E4,2.517699890E2,2.141999969E2,1.050000000E1,1.600000000E1
2.166860939E3,3.764364024E1,-7.613408455E1,1.090035119E4,2.510499878E2,2.141999969E2,1.050000000E1,1.600000000E1
2.167867333E3,3.764176823E1,-7.613568683E1,1.090435018E4,2.513799896E2,2.141999969E2,1.050000000E1,1.600000000E1
2.168856088E3,3.763989835E1,-7.613729456E1,1.090834916E4,2.515499878E2,2.141000061E2,1.050000000E1,1.700000000E1
2.169850708E3,3.763803111E1,-7.613890037E1,1.091034814E4,2.513699951E2,2.141000061E2,1.100000000E1,1.700000000E1
2.170859755E3,3.763617213E1,-7.614050819E1,1.091334710E4,2.513499908E2,2.141999969E2,1.050000000E1,1.600000000E1
2.171854240E3,3.763430561E1,-7.614210863E1,1.091334609E4,2.522299957E2,2.141999969E2,1.000000000E1,1.600000000E1
2.172861952E3,3.763243477E1,-7.614370798E1,1.091134508E4,2.521999969E2,2.141999969E2,1.000000000E1,1.600000000E1
2.173855247E3,3.763056439E1,-7.614532149E1,1.091434404E4,2.530800018E2,2.141999969E2,1.000000000E1,1.600000000E1
2.174855758E3,3.762868131E1,-7.614693359E1,1.091534303E4,2.537799988E2,2.141999969E2,1.050000000E1,1.600000000E1
2.175866751E3,3.762680179E1,-7.614853579E1,1.091434203E4,2.530800018E2,2.141999969E2,1.050000000E1,1.700000000E1
2.176853203E3,3.762491817E1,-7.615014059E1,1.091234103E4,2.530099945E2,2.143000031E2,1.100000000E1,1.700000000E1
2.177857800E3,3.762302684E1,-7.615174597E1,1.091534004E4,2.535800018E2,2.141000061E2,1.050000000E1,1.700000000E1
2.178854569E3,3.762114346E1,-7.615333702E1,1.091433906E4,2.519099884E2,2.141000061E2,1.100000000E1,1.700000000E1
2.179863810E3,3.761927166E1,-7.615493151E1,1.091233807E4,2.513699951E2,2.141999969E2,1.050000000E1,1.700000000E1
2.180857415E3,3.761740929E1,-7.615652835E1,1.091133706E4,2.511899872E2,2.141999969E2,1.050000000E1,1.700000000E1
2.181867202E3,3.761553178E1,-7.615811756E1,1.091033608E4,2.521399994E2,2.140000000E2,1.050000000E1,1.700000000E1
2.182857853E3,3.761364837E1,-7.615970241E1,1.091333512E4,2.526199951E2,2.136999969E2,1.050000000E1,1.700000000E1
2.183859155E3,3.761177149E1,-7.616128785E1,1.091533416E4,2.524799957E2,2.136000061E2,1.150000000E1,1.800000000E1
2.184856184E3,3.760987483E1,-7.616286440E1,1.091333323E4,2.528999939E2,2.133000031E2,1.200000000E1,1.800000000E1
2.185870770E3,3.760796783E1,-7.616443332E1,1.091333234E4,2.537399902E2,2.130000000E2,1.200000000E1,1.900000000E1
2.186854629E3,3.760606002E1,-7.616599923E1,1.091233145E4,2.535599976E2,2.128999939E2,1.200000000E1,1.800000000E1
2.187860647E3,3.760413977E1,-7.616755240E1,1.091033061E4,2.534599915E2,2.126999969E2,1.100000000E1,1.700000000E1
2.188863582E3,3.760220682E1,-7.616906910E1,1.090832986E4,2.526799927E2,2.123000031E2,1.150000000E1,1.800000000E1
2.189864825E3,3.760027307E1,-7.617057734E1,1.090632914E4,2.523999939E2,2.121999969E2,1.150000000E1,1.800000000E1
2.190856139E3,3.759834574E1,-7.617206354E1,1.090632845E4,2.519599915E2,2.116999969E2,1.100000000E1,1.800000000E1
2.191860624E3,3.759640859E1,-7.617355946E1,1.090532775E4,2.521199951E2,2.113999939E2,1.150000000E1,1.800000000E1
2.192863959E3,3.759448952E1,-7.617503165E1,1.090432708E4,2.514299927E2,2.113999939E2,1.200000000E1,1.800000000E1
2.193868068E3,3.759256306E1,-7.617650905E1,1.090332641E4,2.517399902E2,2.111999969E2,1.150000000E1,1.700000000E1
2.194860196E3,3.759062164E1,-7.617798468E1,1.090332577E4,2.526199951E2,2.111000061E2,1.200000000E1,1.800000000E1
2.195859096E3,3.758867767E1,-7.617945411E1,1.090132514E4,2.530599976E2,2.111000061E2,1.150000000E1,1.700000000E1
2.196868028E3,3.758673806E1,-7.618095623E1,1.090232443E4,2.533199921E2,2.111999969E2,1.050000000E1,1.700000000E1
2.197863303E3,3.758477657E1,-7.618242701E1,1.090132382E4,2.531199951E2,2.110000000E2,1.150000000E1,1.800000000E1
2.198846042E3,3.758279772E1,-7.618388403E1,1.089832326E4,2.532099915E2,2.108999939E2,1.100000000E1,1.800000000E1
2.199864096E3,3.758084059E1,-7.618534642E1,1.089632266E4,2.535499878E2,2.108000031E2,1.150000000E1,1.800000000E1
2.200856037E3,3.757888266E1,-7.618677671E1,1.089432213E4,2.530699921E2,2.106999969E2,1.100000000E1,1.800000000E1
2.201856449E3,3.757693379E1,-7.618821329E1,1.089332158E4,2.528199921E2,2.106999969E2,1.100000000E1,1.800000000E1
2.202847806E3,3.757498294E1,-7.618965447E1,1.089132102E4,2.526399994E2,2.106000061E2,1.150000000E1,1.900000000E1
2.203860863E3,3.757303289E1,-7.619110236E1,1.089232044E4,2.520000000E2,2.105000000E2,1.150000000E1,1.900000000E1
2.204854865E3,3.757107459E1,-7.619254857E1,1.089331988E4,2.521299896E2,2.105000000E2,1.050000000E1,1.700000000E1
2.205857757E3,3.756913790E1,-7.619401901E1,1.089931923E4,2.520199890E2,2.105000000E2,1.000000000E1,1.700000000E1
2.206855387E3,3.756718853E1,-7.619546497E1,1.089931866E4,2.520000000E2,2.106000061E2,1.000000000E1,1.700000000E1
2.207861490E3,3.756523730E1,-7.619691370E1,1.090031808E4,2.516100006E2,2.108000031E2,9.500000000E0,1.600000000E1
2.208865366E3,3.756326718E1,-7.619836796E1,1.090531751E4,2.526499939E2,2.106999969E2,9.500000000E0,1.600000000E1
2.209857297E3,3.756132966E1,-7.619984234E1,1.090631686E4,2.522200012E2,2.108000031E2,9.500000000E0,1.500000000E1
2.210867811E3,3.755938443E1,-7.620132954E1,1.090731619E4,2.529399872E2,2.108999939E2,9.500000000E0,1.500000000E1
2.211862349E3,3.755743245E1,-7.620280392E1,1.090731556E4,2.528999939E2,2.111000061E2,9.500000000E0,1.500000000E1
2.212861160E3,3.755548814E1,-7.620426161E1,1.090931495E4,2.527699890E2,2.110000000E2,9.500000000E0,1.500000000E1
2.213858866E3,3.755356072E1,-7.620573347E1,1.091331429E4,2.522200012E2,2.111000061E2,1.050000000E1,1.600000000E1
2.214868851E3,3.755162836E1,-7.620719243E1,1.091731366E4,2.518099976E2,2.110000000E2,9.500000000E0,1.500000000E1
2.215871282E3,3.754969507E1,-7.620865750E1,1.091831302E4,2.509499969E2,2.111999969E2,9.500000000E0,1.500000000E1
2.216862085E3,3.754776342E1,-7.621012492E1,1.091931237E4,2.509499969E2,2.111999969E2,1.050000000E1,1.600000000E1
2.217851783E3,3.754582578E1,-7.621158530E1,1.091931175E4,2.511199951E2,2.111000061E2,1.050000000E1,1.600000000E1
2.218857743E3,3.754389027E1,-7.621304492E1,1.092131113E4,2.512599945E2,2.110000000E2,9.500000000E0,1.500000000E1
2.219862907E3,3.754194383E1,-7.621450053E1,1.092131052E4,2.515899963E2,2.108000031E2,9.500000000E0,1.500000000E1
2.220870575E3,3.753999906E1,-7.621595571E1,1.091730992E4,2.520299988E2,2.108000031E2,9.500000000E0,1.500000000E1
2.221855363E3,3.753806280E1,-7.621739941E1,1.091530933E4,2.516399994E2,2.108999939E2,9.500000000E0,1.500000000E1
2.222862259E3,3.753612486E1,-7.621885668E1,1.091530871E4,2.517599945E2,2.108999939E2,9.500000000E0,1.500000000E1
2.223874351E3,3.753417904E1,-7.622030533E1,1.091330812E4,2.522200012E2,2.108000031E2,9.500000000E0,1.500000000E1
2.224860964E3,3.753223712E1,-7.622175070E1,1.091130754E4,2.519099884E2,2.108000031E2,9.500000000E0,1.500000000E1
2.225859167E3,3.753028669E1,-7.622320438E1,1.090730694E4,2.516699982E2,2.108999939E2,9.500000000E0,1.400000000E1
2.226859338E3,3.752834213E1,-7.622466962E1,1.090630632E4,2.521599884E2,2.111999969E2,9.500000000E0,1.400000000E1
2.227864391E3,3.752639472E1,-7.622614400E1,1.090430567E4,2.525699921E2,2.111999969E2,9.500000000E0,1.400000000E1
2.228864401E3,3.752444463E1,-7.622761552E1,1.090330504E4,2.519199982E2,2.110000000E2,1.000000000E1,1.500000000E1
2.229856375E3,3.752250887E1,-7.622907783E1,1.090330441E4,2.508999939E2,2.110000000E2,9.500000000E0,1.400000000E1
2.230859162E3,3.752056582E1,-7.623055070E1,1.090230376E4,2.509599915E2,2.111999969E2,9.000000000E0,1.400000000E1
2.231859535E3,3.751863199E1,-7.623201032E1,1.090230313E4,2.503499908E2,2.113000031E2,9.000000000E0,1.400000000E1
2.232869508E3,3.751671308E1,-7.623349786E1,1.090330242E4,2.504700012E2,2.113999939E2,9.000000000E0,1.400000000E1
2.233856199E3,3.751478889E1,-7.623498657E1,1.090430171E4,2.504099884E2,2.116000061E2,9.000000000E0,1.400000000E1
2.234851270E3,3.751285359E1,-7.623646648E1,1.090430104E4,2.506299896E2,2.113999939E2,8.500000000E0,1.300000000E1
2.235859352E3,3.751091507E1,-7.623794907E1,1.090430037E4,2.510000000E2,2.115000000E2,8.500000000E0,1.300000000E1
2.236853556E3,3.750898979E1,-7.623943384E1,1.090629967E4,2.507500000E2,2.113999939E2,9.500000000E0,1.500000000E1
2.237857646E3,3.750705952E1,-7.624090226E1,1.090629902E4,2.506599884E2,2.113000031E2,9.000000000E0,1.400000000E1
2.238868305E3,3.750512837E1,-7.624237136E1,1.090629836E4,2.512799988E2,2.111999969E2,9.000000000E0,1.400000000E1
2.239853088E3,3.750319219E1,-7.624384607E1,1.090929770E4,2.515599976E2,2.111000061E2,9.000000000E0,1.400000000E1
2.240860850E3,3.750125425E1,-7.624530335E1,1.091429708E4,2.510899963E2,2.111000061E2,9.000000000E0,1.400000000E1
2.241869238E3,3.749930425E1,-7.624676314E1,1.091629640E4,2.514199982E2,2.111000061E2,9.000000000E0,1.500000000E1
2.242871146E3,3.749736845E1,-7.624823484E1,1.091629555E4,2.512699890E2,2.113000031E2,9.000000000E0,1.400000000E1
2.243855437E3,3.749543273E1,-7.624971081E1,1.091729469E4,2.513499908E2,2.113000031E2,9.000000000E0,1.500000000E1
2.244854012E3,3.749349517E1,-7.625117487E1,1.091729387E4,2.519099884E2,2.113000031E2,8.500000000E0,1.400000000E1
2.245861091E3,3.749155011E1,-7.625264020E1,1.091529305E4,2.514299927E2,2.110000000E2,8.500000000E0,1.400000000E1
2.246861137E3,3.748961569E1,-7.625410175E1,1.091529223E4,2.511999969E2,2.110000000E2,8.500000000E0,1.400000000E1
2.247870315E3,3.748766979E1,-7.625557629E1,1.091529141E4,2.516799927E2,2.111999969E2,9.000000000E0,1.400000000E1
2.248867948E3,3.748572707E1,-7.625703743E1,1.091429061E4,2.520499878E2,2.110000000E2,9.000000000E0,1.400000000E1
2.249870950E3,3.748377769E1,-7.625849596E1,1.091228982E4,2.516499939E2,2.110000000E2,9.000000000E0,1.400000000E1
2.250850958E3,3.748183963E1,-7.625996565E1,1.090828900E4,2.518099976E2,2.110000000E2,9.000000000E0,1.400000000E1
2.251860228E3,3.747990907E1,-7.626144346E1,1.090928816E4,2.514899902E2,2.111999969E2,9.000000000E0,1.400000000E1
2.252867160E3,3.747796916E1,-7.626292437E1,1.090928732E4,2.511100006E2,2.113000031E2,9.000000000E0,1.400000000E1
2.253858505E3,3.747603935E1,-7.626439732E1,1.090828649E4,2.505800018E2,2.113000031E2,9.000000000E0,1.400000000E1
2.254855738E3,3.747411390E1,-7.626585787E1,1.090728569E4,2.506699982E2,2.111999969E2,9.000000000E0,1.400000000E1
2.255855851E3,3.747217538E1,-7.626732303E1,1.090628489E4,2.510699921E2,2.111999969E2,9.000000000E0,1.400000000E1
2.256868428E3,3.747024226E1,-7.626878617E1,1.090528410E4,2.508099976E2,2.111999969E2,8.500000000E0,1.400000000E1
2.257858302E3,3.746830189E1,-7.627026055E1,1.090628329E4,2.513300018E2,2.113000031E2,8.500000000E0,1.400000000E1
2.258857360E3,3.746636580E1,-7.627174507E1,1.090828246E4,2.517299957E2,2.113000031E2,8.500000000E0,1.300000000E1
2.259854045E3,3.746443016E1,-7.627322640E1,1.090928163E4,2.519700012E2,2.111999969E2,9.000000000E0,1.400000000E1
2.260865153E3,3.746249281E1,-7.627469843E1,1.091028084E4,2.524299927E2,2.113000031E2,8.500000000E0,1.300000000E1
2.261863690E3,3.746054947E1,-7.627617700E1,1.090928003E4,2.526100006E2,2.113000031E2,8.500000000E0,1.300000000E1
2.262859992E3,3.745862465E1,-7.627766085E1,1.091027920E4,2.524599915E2,2.116000061E2,8.500000000E0,1.300000000E1
2.263851693E3,3.745669974E1,-7.627915928E1,1.091027834E4,2.517599945E2,2.118000031E2,8.500000000E0,1.300000000E1
2.264863011E3,3.745478264E1,-7.628066207E1,1.090927746E4,2.512099915E2,2.118999939E2,8.500000000E0,1.300000000E1
2.265857943E3,3.745287244E1,-7.628217660E1,1.091027655E4,2.507500000E2,2.121000061E2,9.000000000E0,1.300000000E1
2.266860235E3,3.745096149E1,-7.628367822E1,1.091127567E4,2.501699982E2,2.120000000E2,9.500000000E0,1.300000000E1
2.267859793E3,3.744903902E1,-7.628517522E1,1.091127482E4,2.506799927E2,2.118000031E2,1.000000000E1,1.400000000E1
2.268860779E3,3.744712904E1,-7.628665656E1,1.091227399E4,2.497099915E2,2.116999969E2,9.500000000E0,1.300000000E1
2.269859885E3,3.744521335E1,-7.628814586E1,1.091427315E4,2.496299896E2,2.118000031E2,1.000000000E1,1.300000000E1
2.270858458E3,3.744326414E1,-7.628959064E1,1.091027245E4,2.495299988E2,2.115000000E2,1.000000000E1,1.400000000E1
2.271851280E3,3.744132549E1,-7.629103392E1,1.091027175E4,2.497500000E2,2.111999969E2,1.100000000E1,1.500000000E1
2.272856234E3,3.743938122E1,-7.629247494E1,1.091127106E4,2.502099915E2,2.111000061E2,1.100000000E1,1.500000000E1
2.273848903E3,3.743743956E1,-7.629392342E1,1.090927035E4,2.506599884E2,2.110000000E2,1.100000000E1,1.500000000E1
2.274855845E3,3.743550003E1,-7.629535764E1,1.090526968E4,2.511199951E2,2.111000061E2,1.100000000E1,1.600000000E1
2.275855044E3,3.743354084E1,-7.629680545E1,1.090426900E4,2.518899994E2,2.108999939E2,1.050000000E1,1.600000000E1
2.276857657E3,3.743159729E1,-7.629827530E1,1.090226826E4,2.519899902E2,2.111000061E2,1.050000000E1,1.600000000E1
2.277861558E3,3.742963680E1,-7.629975244E1,1.089926752E4,2.529899902E2,2.110000000E2,1.050000000E1,1.600000000E1
2.278855328E3,3.742768168E1,-7.630122188E1,1.089826680E4,2.524199982E2,2.108000031E2,1.000000000E1,1.600000000E1
2.279858528E3,3.742572941E1,-7.630268536E1,1.089526609E4,2.515699921E2,2.108000031E2,1.000000000E1,1.600000000E1
2.280865787E3,3.742377697E1,-7.630415001E1,1.089326538E4,2.518399963E2,2.108000031E2,1.000000000E1,1.600000000E1
2.281869074E3,3.742181862E1,-7.630560586E1,1.089326470E4,2.516399994E2,2.108999939E2,1.000000000E1,1.600000000E1
2.282864244E3,3.741987691E1,-7.630707202E1,1.089426398E4,2.517599945E2,2.111000061E2,1.050000000E1,1.600000000E1
2.283859441E3,3.741794702E1,-7.630853953E1,1.089426325E4,2.513399963E2,2.111999969E2,9.000000000E0,1.400000000E1
2.284859069E3,3.741602396E1,-7.631000334E1,1.089626251E4,2.509899902E2,2.111000061E2,9.000000000E0,1.400000000E1
2.285869121E3,3.741409327E1,-7.631146431E1,1.089626180E4,2.510699921E2,2.111000061E2,9.000000000E0,1.400000000E1
2.286870926E3,3.741215542E1,-7.631293634E1,1.089626107E4,2.511799927E2,2.113000031E2,9.000000000E0,1.400000000E1
2.287857066E3,3.741023127E1,-7.631440912E1,1.089526033E4,2.503499908E2,2.113000031E2,9.000000000E0,1.400000000E1
2.288857582E3,3.740830595E1,-7.631588509E1,1.089325959E4,2.503399963E2,2.113000031E2,9.000000000E0,1.400000000E1
2.289857437E3,3.740638289E1,-7.631734254E1,1.089225888E4,2.499899902E2,2.111999969E2,9.000000000E0,1.400000000E1
2.290865491E3,3.740446641E1,-7.631881298E1,1.089425814E4,2.502999878E2,2.113000031E2,1.000000000E1,1.600000000E1
2.291859857E3,3.740254955E1,-7.632028685E1,1.089525740E4,2.506199951E2,2.113000031E2,9.000000000E0,1.400000000E1
2.292860023E3,3.740062863E1,-7.632175561E1,1.089425667E4,2.509599915E2,2.113000031E2,9.000000000E0,1.400000000E1
2.293863242E3,3.739869605E1,-7.632321884E1,1.089325598E4,2.510000000E2,2.111000061E2,9.000000000E0,1.400000000E1
2.294853146E3,3.739676842E1,-7.632467863E1,1.089425529E4,2.505699921E2,2.111999969E2,9.000000000E0,1.400000000E1
2.295860634E3,3.739483032E1,-7.632614312E1,1.089425460E4,2.510899963E2,2.111000061E2,8.500000000E0,1.300000000E1
2.296859737E3,3.739289469E1,-7.632760224E1,1.089425393E4,2.513999939E2,2.111999969E2,9.500000000E0,1.500000000E1
2.297866694E3,3.739095620E1,-7.632906471E1,1.089525325E4,2.514899902E2,2.111000061E2,9.500000000E0,1.500000000E1
2.298851863E3,3.738901039E1,-7.633051705E1,1.089525261E4,2.515299988E2,2.110000000E2,9.500000000E0,1.500000000E1
2.299856860E3,3.738708297E1,-7.633197801E1,1.089825193E4,2.513399963E2,2.110000000E2,9.500000000E0,1.500000000E1
2.300863090E3,3.738515605E1,-7.633343797E1,1.090025125E4,2.506899872E2,2.111999969E2,1.000000000E1,1.500000000E1
2.301862203E3,3.738322633E1,-7.633491646E1,1.089725054E4,2.510000000E2,2.111999969E2,9.000000000E0,1.400000000E1
2.302854179E3,3.738129170E1,-7.633638455E1,1.089924986E4,2.512599945E2,2.111000061E2,9.000000000E0,1.400000000E1
2.303865690E3,3.737935163E1,-7.633784233E1,1.089924922E4,2.511499939E2,2.108999939E2,9.000000000E0,1.400000000E1
2.304867110E3,3.737741721E1,-7.633930690E1,1.090124855E4,2.517999878E2,2.108999939E2,9.000000000E0,1.400000000E1
2.305867791E3,3.737547814E1,-7.634076920E1,1.090024790E4,2.515899963E2,2.110000000E2,1.000000000E1,1.500000000E1
2.306860222E3,3.737354578E1,-7.634223226E1,1.089824724E4,2.514299927E2,2.111000061E2,1.000000000E1,1.500000000E1
2.307851362E3,3.737161203E1,-7.634369935E1,1.089824657E4,2.517500000E2,2.111999969E2,1.000000000E1,1.500000000E1
2.308861822E3,3.736967765E1,-7.634517130E1,1.089724590E4,2.516799927E2,2.111999969E2,9.500000000E0,1.400000000E1
2.309866526E3,3.736775103E1,-7.634664400E1,1.089524522E4,2.509599915E2,2.113000031E2,1.000000000E1,1.500000000E1
2.310863448E3,3.736581950E1,-7.634810697E1,1.089524457E4,2.511100006E2,2.111000061E2,1.000000000E1,1.500000000E1
2.311858751E3,3.736389301E1,-7.634958110E1,1.089524390E4,2.507399902E2,2.111999969E2,1.000000000E1,1.500000000E1
2.312859307E3,3.736196546E1,-7.635103611E1,1.089424326E4,2.510199890E2,2.111000061E2,1.000000000E1,1.500000000E1
2.313869463E3,3.736004027E1,-7.635250228E1,1.089324261E4,2.508499908E2,2.111000061E2,1.000000000E1,1.600000000E1
2.314857390E3,3.735812261E1,-7.635397372E1,1.089424193E4,2.506999969E2,2.111000061E2,1.050000000E1,1.600000000E1
2.315854217E3,3.735619658E1,-7.635545597E1,1.089424125E4,2.514099884E2,2.113000031E2,1.050000000E1,1.600000000E1
2.316861259E3,3.735426861E1,-7.635693697E1,1.089324057E4,2.519499969E2,2.113000031E2,1.050000000E1,1.600000000E1
2.317865080E3,3.735233017E1,-7.635841730E1,1.089423991E4,2.516599884E2,2.113999939E2,1.100000000E1,1.600000000E1
2.318868877E3,3.735039802E1,-7.635989645E1,1.089423925E4,2.515000000E2,2.111999969E2,1.100000000E1,1.700000000E1
2.319866149E3,3.734846829E1,-7.636136144E1,1.089623862E4,2.515599976E2,2.111999969E2,1.100000000E1,1.700000000E1
2.320858885E3,3.734653639E1,-7.636282610E1,1.089723799E4,2.507200012E2,2.111999969E2,1.100000000E1,1.700000000E1
2.321855482E3,3.734459598E1,-7.636428740E1,1.090023739E4,2.514499969E2,2.111000061E2,1.100000000E1,1.700000000E1
2.322852753E3,3.734265989E1,-7.636575641E1,1.089823677E4,2.505099945E2,2.111000061E2,1.050000000E1,1.600000000E1
2.323863883E3,3.734072916E1,-7.636722484E1,1.089623614E4,2.509899902E2,2.110000000E2,1.100000000E1,1.600000000E1
